1669522950.554948,0
1669522950.660821,20
1669522950.767849,19
1669522950.874853,19
1669522950.982050,0
1669522951.088265,8
1669522951.196193,19
1669522951.303830,18
1669522951.410675,10
1669522951.516815,11
1669522951.622572,20
1669522951.730256,18
1669522951.838602,16
1669522951.945653,10
1669522952.052223,11
1669522952.161051,9
1669522952.270727,20
1669522952.377740,19
1669522952.486896,19
1669522952.592692,4
1669522952.700257,4
1669522952.806180,7
1669522952.913120,18
1669522953.026191,19
1669522953.130542,19
1669522953.234339,2
1669522953.337875,5
1669522953.441607,6
1669522953.545155,7
1669522953.648930,9
1669522953.752590,9
1669522953.857035,10
1669522953.961653,11
1669522954.067091,11
1669522954.171038,11
1669522954.279025,17
1669522954.390701,19
1669522954.498227,19
1669522954.607405,17
1669522954.713738,12
1669522954.820281,19
1669522954.927556,19
1669522955.036430,12
1669522955.143738,19
1669522955.251748,17
1669522955.357819,3
1669522955.463488,4
1669522955.569855,6
1669522955.675650,8
1669522955.781408,9
1669522955.888306,9
1669522955.995500,9
1669522956.102866,10
1669522956.208553,11
1669522956.319593,13
1669522956.427532,13
1669522956.546789,14
1669522956.652737,20
1669522956.761346,18
1669522956.868162,7
1669522956.975351,9
1669522957.082826,16
1669522957.189849,19
1669522957.296347,8
1669522957.406597,17
1669522957.516441,20
1669522957.623656,2
1669522957.738836,3
1669522957.846686,7
1669522957.954187,6
1669522958.061476,9
1669522958.167850,9
1669522958.274280,11
1669522958.389081,12
1669522958.495655,12
1669522958.604473,11
1669522958.711138,12
1669522958.814734,14
1669522958.923809,19
1669522959.030787,13
1669522959.137358,8
1669522959.244865,10
1669522959.357314,15
1669522959.464918,19
1669522959.573478,20
1669522959.680877,5
1669522959.787310,19
1669522959.901426,19
1669522960.013751,2
1669522960.120584,5
1669522960.227032,5
1669522960.334320,8
1669522960.441575,8
1669522960.548743,10
1669522960.656292,10
1669522960.762586,10
1669522960.871602,12
1669522960.977936,12
1669522961.090764,14
1669522961.197736,14
1669522961.304108,19
1669522961.412393,17
1669522961.520393,13
1669522961.628843,13
1669522961.737209,14
1669522961.844536,14
1669522961.952170,14
1669522962.059743,19
1669522962.166011,18
1669522962.272127,20
1669522962.381277,4
1669522962.490354,20
1669522962.601913,7
1669522962.708954,2
1669522962.815756,4
1669522962.922658,6
1669522963.040151,8
1669522963.146337,9
1669522963.252454,8
1669522963.359383,9
1669522963.466831,11
1669522963.573154,11
1669522963.679997,12
1669522963.786445,12
1669522963.897628,13
1669522964.004868,20
1669522964.114610,16
1669522964.228680,9
1669522964.338186,5
1669522964.446281,20
1669522964.551990,18
1669522964.659090,1
1669522964.767129,4
1669522964.873914,7
1669522964.981002,19
1669522965.088731,20
1669522965.195183,0
1669522965.301565,5
1669522965.409294,7
1669522965.516440,6
1669522965.625564,7
1669522965.733796,9
1669522965.842400,9
1669522965.949669,11
1669522966.057514,11
1669522966.164425,13
1669522966.270457,14
1669522966.376989,15
1669522966.485170,19
1669522966.594796,12
1669522966.702077,11
1669522966.813093,12
1669522966.919412,15
1669522967.025927,17
1669522967.133087,17
1669522967.239881,19
1669522967.346315,19
1669522967.467839,2
1669522967.574609,20
1669522967.684120,1
1669522967.790660,3
1669522967.899164,5
1669522968.011360,5
1669522968.118778,6
1669522968.225363,7
1669522968.332026,8
1669522968.438067,10
1669522968.544499,11
1669522968.651141,12
1669522968.756946,12
1669522968.863654,12
1669522968.970653,14
1669522969.076435,19
1669522969.184105,20
1669522969.292502,10
1669522969.400063,7
1669522969.507093,10
1669522969.613474,15
1669522969.721205,19
1669522969.827903,19
1669522969.934686,4
1669522970.042703,14
1669522970.148830,19
1669522970.258164,18
1669522970.364138,8
1669522970.469471,8
1669522970.575907,10
1669522970.682855,9
1669522970.788705,10
1669522970.902147,11
1669522971.010226,12
1669522971.116786,12
1669522971.224754,13
1669522971.334566,15
1669522971.441856,16
1669522971.548216,17
1669522971.654703,19
1669522971.763052,19
1669522971.869813,13
1669522971.976897,14
1669522972.086018,13
1669522972.197837,15
1669522972.304906,15
1669522972.415592,12
1669522972.524123,20
1669522972.631433,20
1669522972.742046,5
1669522972.850923,9
1669522972.959418,20
1669522973.067131,19
1669522973.173281,2
1669522973.282043,4
1669522973.388525,5
1669522973.494840,7
1669522973.601876,7
1669522973.708370,8
1669522973.816707,10
1669522973.923344,10
1669522974.029502,12
1669522974.137245,13
1669522974.247725,19
1669522974.356280,15
1669522974.464174,16
1669522974.570445,12
1669522974.682314,9
1669522974.787840,16
1669522974.894922,20
1669522975.003876,20
1669522975.110604,5
1669522975.221770,6
1669522975.329303,20
1669522975.437358,20
1669522975.546712,4
1669522975.653580,4
1669522975.764256,5
1669522975.870443,5
1669522975.978034,6
1669522976.084791,7
1669522976.192830,9
1669522976.300374,9
1669522976.406784,10
1669522976.515077,11
1669522976.625302,12
1669522976.729893,14
1669522976.835556,14
1669522976.942147,20
1669522977.057064,13
1669522977.163779,6
1669522977.272594,9
1669522977.379931,9
1669522977.486842,16
1669522977.594337,20
1669522977.701553,19
1669522977.811331,15
1669522977.917562,20
1669522978.023693,17
1669522978.130689,2
1669522978.238663,2
1669522978.345038,3
1669522978.451726,4
1669522978.558201,6
1669522978.664655,8
1669522978.771618,8
1669522978.878674,9
1669522978.984547,11
1669522979.092283,12
1669522979.205317,20
1669522979.311713,19
1669522979.418983,19
1669522979.527339,9
1669522979.637584,13
1669522979.743463,20
1669522979.849515,4
1669522979.956447,4
1669522980.064215,5
1669522980.171034,14
1669522980.278756,19
1669522980.387832,18
1669522980.496151,4
1669522980.603704,4
1669522980.710218,3
1669522980.817731,5
1669522980.931839,7
1669522981.040325,8
1669522981.148722,9
1669522981.255280,9
1669522981.361109,12
1669522981.469523,13
1669522981.578179,13
1669522981.684472,13
1669522981.791477,19
1669522981.898088,19
1669522982.004574,7
1669522982.114111,3
1669522982.221236,19
1669522982.328422,16
1669522982.435072,3
1669522982.545053,6
1669522982.655806,6
1669522982.762095,19
1669522982.868381,19
1669522982.976563,11
1669522983.089400,6
1669522983.194633,6
1669522983.301044,8
1669522983.409537,7
1669522983.516640,9
1669522983.623504,10
1669522983.731216,11
1669522983.838804,12
1669522983.943623,13
1669522984.049829,20
1669522984.158402,20
1669522984.265088,18
1669522984.371920,11
1669522984.480030,4
1669522984.587829,8
1669522984.697460,19
1669522984.804073,20
1669522984.913537,9
1669522985.022901,17
1669522985.129025,19
1669522985.237453,3
1669522985.343697,5
1669522985.450151,7
1669522985.556591,7
1669522985.663170,7
1669522985.768973,9
1669522985.876367,10
1669522985.982989,10
1669522986.091497,12
1669522986.199380,13
1669522986.306958,12
1669522986.414015,13
1669522986.521460,20
1669522986.635502,20
1669522986.741671,7
1669522986.853171,7
1669522986.959722,11
1669522987.067339,13
1669522987.173862,20
1669522987.280620,16
1669522987.386295,4
1669522987.493780,6
1669522987.601235,7
1669522987.709214,17
1669522987.816937,20
1669522987.923930,18
1669522988.032098,4
1669522988.146846,6
1669522988.252864,8
1669522988.359790,9
1669522988.466636,10
1669522988.571004,11
1669522988.675632,12
1669522988.779838,12
1669522988.884710,14
1669522988.989750,15
1669522989.093018,14
1669522989.201550,15
1669522989.308354,19
1669522989.417072,15
1669522989.525103,6
1669522989.632961,7
1669522989.740157,9
1669522989.847629,10
1669522989.954327,14
1669522990.061401,19
1669522990.170647,18
1669522990.279223,2
1669522990.388949,4
1669522990.495305,6
1669522990.603574,17
1669522990.711289,18
1669522990.819294,4
1669522990.933621,6
1669522991.039811,7
1669522991.146381,8
1669522991.258892,8
1669522991.365205,9
1669522991.471557,10
1669522991.579381,12
1669522991.692018,13
1669522991.796021,13
1669522991.899781,13
1669522992.007983,20
1669522992.115252,19
1669522992.224228,8
1669522992.331395,10
1669522992.440662,7
1669522992.548153,19
1669522992.656009,20
1669522992.770812,3
1669522992.883738,4
1669522992.990041,5
1669522993.097009,20
1669522993.204345,17
1669522993.311212,0
1669522993.417948,0
1669522993.527011,3
1669522993.634717,4
1669522993.744898,8
1669522993.850802,8
1669522993.957419,10
1669522994.063841,11
1669522994.170974,12
1669522994.277459,10
1669522994.384346,11
1669522994.495799,13
1669522994.602666,20
1669522994.712195,20
1669522994.820272,14
1669522994.926383,7
1669522995.032463,12
