1669523158.461945,0
1669523158.567739,30
1669523158.674214,71
1669523158.780056,100
1669523158.886380,100
1669523158.994908,99
1669523159.101955,100
1669523159.209341,100
1669523159.318217,100
1669523159.426037,100
1669523159.535482,69
1669523159.641711,88
1669523159.748011,72
1669523159.854609,84
1669523159.964166,72
1669523160.073913,79
1669523160.182025,78
1669523160.292104,53
1669523160.403318,50
1669523160.512170,58
1669523160.618019,60
1669523160.723933,71
1669523160.832359,70
1669523160.938880,77
1669523161.050223,79
1669523161.156837,53
1669523161.264606,55
1669523161.372072,59
1669523161.484388,61
1669523161.593573,71
1669523161.705356,72
1669523161.816210,80
1669523161.923858,80
1669523162.030675,55
1669523162.139723,52
1669523162.246056,53
1669523162.353101,53
1669523162.458781,52
1669523162.566305,54
1669523162.674970,53
1669523162.778733,54
1669523162.882190,54
1669523162.986418,53
1669523163.093798,54
1669523163.201774,61
1669523163.310687,64
1669523163.417761,66
1669523163.525094,75
1669523163.634070,87
1669523163.740760,83
1669523163.851492,57
1669523163.959497,58
1669523164.065950,67
1669523164.179449,66
1669523164.285826,67
1669523164.392625,75
1669523164.501521,90
1669523164.608696,85
1669523164.719875,76
1669523164.827949,60
1669523164.936699,56
1669523165.043146,64
1669523165.152006,67
1669523165.260782,79
1669523165.370170,79
1669523165.476264,86
1669523165.580320,87
1669523165.685701,66
1669523165.790883,61
1669523165.894951,58
1669523165.998901,59
1669523166.103377,60
1669523166.207322,60
1669523166.310858,59
1669523166.414905,60
1669523166.518509,60
1669523166.622668,60
1669523166.728508,60
1669523166.834408,61
1669523166.939029,67
1669523167.045045,67
1669523167.153379,69
1669523167.261964,81
1669523167.372434,80
1669523167.479428,89
1669523167.585562,89
1669523167.694637,63
1669523167.817051,65
1669523167.923043,68
1669523168.030539,68
1669523168.136351,73
1669523168.244696,83
1669523168.352514,82
1669523168.460098,91
1669523168.567454,91
1669523168.673884,71
1669523168.783373,64
1669523168.893277,68
1669523168.999835,69
1669523169.106765,73
1669523169.213864,75
1669523169.318055,85
1669523169.422246,97
1669523169.525704,92
1669523169.636008,81
1669523169.742439,65
1669523169.847515,64
1669523169.951996,63
1669523170.061762,64
1669523170.166119,65
1669523170.269809,64
1669523170.374670,66
1669523170.479544,66
1669523170.584244,66
1669523170.687496,66
1669523170.793269,66
1669523170.901303,72
1669523171.008416,73
1669523171.117509,76
1669523171.224935,80
1669523171.334857,88
1669523171.442800,97
1669523171.550614,94
1669523171.657303,90
1669523171.764300,69
1669523171.872405,69
1669523171.980087,74
1669523172.086199,73
1669523172.194121,76
1669523172.301532,80
1669523172.408672,87
1669523172.515886,97
1669523172.622284,92
1669523172.728664,84
1669523172.838709,69
1669523172.945007,68
1669523173.052071,68
1669523173.160711,69
1669523173.265808,69
1669523173.370153,69
1669523173.479413,69
1669523173.584031,71
1669523173.687963,70
1669523173.791674,72
1669523173.895896,71
1669523173.999148,75
1669523174.103152,76
1669523174.207041,78
1669523174.313260,81
1669523174.420848,91
1669523174.528326,95
1669523174.636244,94
1669523174.743141,94
1669523174.849980,78
1669523174.958069,77
1669523175.064114,70
1669523175.170795,70
1669523175.277513,71
1669523175.385308,72
1669523175.491260,72
1669523175.603211,71
1669523175.709619,73
1669523175.817389,72
1669523175.923421,73
1669523176.032279,72
1669523176.143375,72
1669523176.249943,72
1669523176.357166,73
1669523176.465264,72
1669523176.571652,73
1669523176.677399,72
1669523176.784441,74
1669523176.891848,79
1669523176.998697,79
1669523177.105406,83
1669523177.212638,84
1669523177.319458,94
1669523177.425460,95
1669523177.538617,100
1669523177.644394,94
1669523177.752058,92
1669523177.858990,90
1669523177.965292,90
1669523178.072199,74
1669523178.179941,74
1669523178.286314,75
1669523178.392926,75
1669523178.498933,75
1669523178.605437,76
1669523178.712668,77
1669523178.819602,76
1669523178.926570,86
1669523179.033766,87
1669523179.140219,87
1669523179.246845,87
1669523179.350888,97
1669523179.454732,97
1669523179.559354,95
1669523179.663758,94
1669523179.768263,98
1669523179.873318,97
1669523179.977343,80
1669523180.081210,78
1669523180.186129,77
1669523180.290200,77
1669523180.394022,77
1669523180.498144,80
1669523180.603018,78
1669523180.707900,80
1669523180.813218,79
1669523180.916822,90
1669523181.025153,90
1669523181.129669,87
1669523181.233103,88
1669523181.345908,87
1669523181.450807,99
1669523181.554899,99
1669523181.661383,93
1669523181.766747,92
1669523181.871141,96
1669523181.976080,52
1669523182.080877,38
1669523182.184343,39
1669523182.288159,39
1669523182.393985,39
1669523182.498233,42
1669523182.602419,42
1669523182.706517,43
1669523182.813946,41
1669523182.917978,40
1669523183.022183,42
1669523183.126550,41
1669523183.230197,41
1669523183.334212,42
1669523183.438671,42
1669523183.543572,43
1669523183.648041,43
1669523183.757889,42
1669523183.864218,43
1669523183.972868,50
1669523184.079538,53
1669523184.187131,60
1669523184.293381,63
1669523184.399151,72
1669523184.508438,59
1669523184.616137,46
1669523184.723604,52
1669523184.832302,56
1669523184.939315,65
1669523185.046242,68
1669523185.152201,74
1669523185.259181,60
1669523185.366062,48
1669523185.472526,52
1669523185.580829,56
1669523185.687647,61
1669523185.793552,66
1669523185.900274,74
1669523186.008714,68
1669523186.114977,48
1669523186.220917,47
1669523186.327773,47
1669523186.431440,48
1669523186.535384,49
1669523186.639182,48
1669523186.743316,48
1669523186.846709,50
1669523186.950046,49
1669523187.054327,48
1669523187.161220,50
1669523187.268691,57
1669523187.375197,60
1669523187.485162,64
1669523187.592037,72
1669523187.699178,78
1669523187.808884,75
1669523187.917516,53
1669523188.024689,58
1669523188.135929,58
1669523188.244554,60
